prot_barcode,bar_intensity,bar_width,bar_height,bar_speed,ca
5955,0,0.5,4.5,75,0.0156220744753462
5956,0,1,4.5,75,0.0286064058887767
5957,0,2,4.5,75,0.0507219663965465
5958,0,4.5,4.5,75,0.0860653902926119
5959,0,9,4.5,75,0.0969249110475111
5960,0,15,4.5,75,0.105937339915814
5968,1,0.5,4.5,75,0.00802990330789118
5969,1,1,4.5,75,0.0139046674821714
5970,1,2,4.5,75,0.0245245652532744
5971,1,4.5,4.5,75,0.039004940379704
5972,1,9,4.5,75,0.0493311057107442
5973,1,15,4.5,75,0.0632808422580048
