prot_barcode,bar_intensity,bar_width,bar_height,bar_speed,ca
5955,0,0.5,4.5,75,0.378083666077939
5956,0,1,4.5,75,0.708746179136293
5957,0,2,4.5,75,0.999998148678192
5958,0,4.5,4.5,75,0.561031823697891
5959,0,9,4.5,75,0.100384060159686
5960,0,15,4.5,75,0.105937339915814
5968,1,0.5,4.5,75,0.0630749792755156
5969,1,1,4.5,75,0.231266842839319
5970,1,2,4.5,75,0.419265026008342
5971,1,4.5,4.5,75,0.401586073188601
5972,1,9,4.5,75,0.122431264017109
5973,1,15,4.5,75,0.102503426879318
